ID,スキル名,スキル説明,発動条件（元データ）,発動条件,発動条件 (日本語訳),確定発動,持続時間補正値,基準持続時間(s),クールタイム補正値,基準クールタイム(s),査定値,種類,スキル対象,target_value_1_1,補正値,値（補正値の1/10000）,種類2,スキル対象2,target_value_1_2,補正値2,値（補正値2の1/10000）,種類3,スキル対象3,target_value_1_3,補正値3,値（補正値3の1/10000）
300011,癒えない渇き,レースへの渇望により能力が少し発揮しやすくなる,track_id==10008,レース場==京都レース場,レース場:京都レース場,〇,-1,瞬時発動,0,0,0,スタミナアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
300021,変わらぬままで,かつての走りとは違うがあの頃と変わらない想いが能力をすごく上げる,season==4,季節==冬,季節:冬,〇,-1,瞬時発動,0,0,0,スピードアップ,自分,-,800000,80,-,-,-,-,-,-,-,-,-,-
900011,シューティングスター,レース終盤に前の方で相手を抜くと速度がわずかに上がる,phase>=2&order>=2&order_rate<=50&change_order_onetime<0,レース終盤&順位>=2&順位率<=50%&変動順位<0,レース終盤以降において、追い抜いた時に順位が2位以下かつ順位率50%以内[2～6位],×,30000,3,5000000,500,180,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
900021,先頭の景色は譲らない…！,最終直線で差を付けて先頭にいると速度をわずかに上げる,is_finalcorner==1&corner==0&order==1&bashin_diff_behind>=1,最終コーナー＝到達&直線である&順位＝1&後ろの馬との距離（馬身数）>=1,最終直線において、順位が1位の時に後ろのウマと1馬身以上,×,30000,3,5000000,500,180,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
900031,究極テイオーステップ,最終直線で前と差が詰まると速度が少し上がる,is_finalcorner==1&corner==0&order<=3&bashin_diff_infront<=1&is_overtake==1,最終コーナー＝到達&直線である&順位<=3&前の馬との距離（馬身数）<=1&追い越していない,最終直線において、順位が3位以内かつ前のウマと1馬身以内で、追い越し対象が存在する,×,30000,3,5000000,500,180,目標速度アップ,自分,-,2500,"0,25",-,-,-,-,-,-,-,-,-,-
900041,紅焔ギア/LP1211-M,最終コーナー以降で前の方にいると加速力がわずかに上がる,is_finalcorner==1&order<=5&order_rate<=50,最終コーナー＝到達&順位<=5&順位率<=50%,最終コーナー以降、順位5位以内かつ順位率50%以内[1～5位],×,24000,"2,4",5000000,500,180,加速度アップ,自分,-,2000,"0,2",-,-,-,-,-,-,-,-,-,-
900051,煌星のヴォードヴィル,最終直線で前の方で少し抜け出ていると速度が少し上がる,is_finalcorner==1&corner==0&order_rate<=30&behind_near_lane_time>=1,最終コーナー到達&直線である&順位率<=30&後ろの近くのレーンに他のウマがいる時間？>=1,"最終直線において、順位率30％以内[1～4位]の時に、一番近くの後ろのウマが1バ身以内かつ左右距離1ウマ幅以内に1秒以上いた場合
（相手のウマが変わってもよいが、自分の順位が変わると時間リセット）",×,30000,3,5000000,500,180,目標速度アップ,自分,-,2500,"0,25",-,-,-,-,-,-,-,-,-,-
900061,勝利の鼓動,残り200m地点で前の方にいると少し抜け出しやすくなる,order>=2&order<=5&order_rate<=50&remain_distance<=201&remain_distance>=199,順位>=2&順位<=5&順位率<=50%&残り距離<=201&残り距離>=199,残り200m地点において、順位2位以下かつ5位以内かつ順位率50%以内[2～5位],×,30000,3,5000000,500,180,目標速度アップ,自分,-,2500,"0,25",-,-,-,-,-,-,-,-,-,-
900071,不沈艦、抜錨ォッ！,レース中間からロングスパートをかけて速度がちょっとずつ上がる,distance_rate>=50&distance_rate<=60&order_rate>50,走行距離>=50%&走行距離<=60%&順位率>50%,走行距離50%～60%において、順位率50%より後ろ[7～12位],×,36000,"3,6",5000000,500,180,目標速度アップ,自分,-,500,"0,05",-,-,-,-,-,-,-,-,-,-
900081,カッティング×DRIVE！,残り200mを切って前の方にいると速度がわずかに上がる,order>=3&order_rate<=50&remain_distance<=200&bashin_diff_infront<=1@order>=3&order_rate<=50&remain_distance<=200&bashin_diff_behind<=1,順位>=3&順位率<=50&残り距離<=200&前の馬との距離（馬身数）<=1または順位>=3&順位率<=50&残り距離<=200&後ろの馬との距離（馬身数）<=1,残り距離が200m以下において、順位が3位以下かつ順位率50%以内[3～6位]で、前後の馬どちらかと1馬身以内,×,30000,3,5000000,500,180,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
900091,ブリリアント・レッドエース,レース後半で1番をキープし続ける力をちょっと発揮する,distance_rate>=50&order==1&bashin_diff_behind<=1,走行距離>=50%&順位＝1&後ろの馬との距離（馬身数）<=1,走行距離が50%以上において、順位が1位の時に、後ろの馬と1馬身以内,×,30000,3,5000000,500,180,目標速度アップ,自分,-,500,"0,05",加速度アップ,自分,-,1000,"0,1",-,-,-,-,-
900101,ヴィクトリーショット！,最終コーナーで好位置にいると加速力がわずかに上がる,is_finalcorner==1&corner!=0&order>=3&order_rate<=50,最終コーナー＝到達&コーナーである&順位>=3&順位率<=50%,最終コーナにおいて、順位が3位以下かつ順位率50%以内[3～6位],×,24000,"2,4",5000000,500,180,加速度アップ,自分,-,2000,"0,2",-,-,-,-,-,-,-,-,-,-
900111,精神一到何事か成らざらん,最終直線で後ろの方から追い抜くと速度がわずかに上がる,is_finalcorner==1&corner==0&change_order_onetime<0&order>=4,最終コーナー＝到達&直線である&変動順位<0&順位>=4,最終直線において、追い抜いた時に4位以下[4～11位],×,30000,3,5000000,500,180,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
900121,タイマン！デッドヒート！,最終直線で後ろの方から外を回って追い抜く時、速度をわずかに上げる,is_finalcorner==1&corner==0&is_behind_in==1&change_order_onetime<0&order_rate>=40,最終コーナー到達&コーナーではない&自分の内側背後にウマがいる&1つでも順位を上げる&順位率>=40%[6位~12位],最終直線において、1つでも順位を上げた際に自分の内側背後にウマがいて、順位率40%より後ろ[6位~12位],×,30000,3,5000000,500,180,目標速度アップ,自分,-,1500,"0,15",-,,,,,,,,,
900131,貴顕の使命を果たすべく,最終コーナーで前の方にいると速度がわずかに上がる,is_finalcorner==1&corner!=0&distance_diff_rate<=30,最終コーナー＝到達&コーナーである&全ウマ娘の距離の差における前からの率（数字が小さいほど前）<=30%,最終コーナーにおいて、全ウマ娘の距離の差のうち前から30%以内,×,30000,3,5000000,500,180,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
900141,プランチャ☆ガナドール,最終直線で余力を持って前にいるとちょっと優位を保ちやすくなる,is_finalcorner==1&corner==0&hp_per>=30&order<=2,最終コーナー＝到達&直線である&スタミナ割合>=30&順位<=2,最終直線において、体力割合が30%以上かつ、順位が2位以内[1～2位],×,30000,3,5000000,500,180,目標速度アップ,自分,-,500,"0,05",加速度アップ,自分,-,1000,"0,1",-,-,-,-,-
900151,ヴィットーリアに捧ぐ舞踏,最終コーナーで前の方で競り合うと速度がわずかに上がる,is_finalcorner==1&corner!=0&bashin_diff_infront<=1&bashin_diff_behind<=1&blocked_side_continuetime>=2&order<=4,最終コーナー＝到達&コーナーである&前の馬との距離（馬身数）<=1&後ろの馬との距離（馬身数）<=1&競り合った時間>=2&順位<=4,最終コーナーにおいて、前のウマと1馬身以内かつ後ろのウマと1馬身以内で競り合った時間2秒以上の時に、4位以内,×,30000,3,5000000,500,180,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
900161,Shadow Break,最終コーナー以降で外から追い抜くと速度をわずかに上げる,is_finalcorner==1&order>=2&order_rate<=75&is_behind_in==1&change_order_onetime<0,最終コーナー到達&2位以下&順位率75%より前&内側背後にウマがいる＝〇&変動順位<1,最終コーナー以降、1つでも順位を上げた際に自分の内側背後にウマがいて、2位以下かつ順位率75%以内[2～9位]の範囲内だった場合,×,30000,3,5000000,500,180,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
900171,汝、皇帝の神威を見よ,レース終盤に3回追い抜くと最終直線で速度が少し上がる,is_finalcorner==1&change_order_up_end_after>=3&corner==0,最終コーナー＝到達&追い抜き回数>=3&直線である,（終盤以降の？）追い抜き回数3回以上で、最終直線に居る,×,30000,3,5000000,500,180,目標速度アップ,自分,-,2500,"0,25",-,-,-,-,-,-,-,-,-,-
900181,ブレイズ・オブ・プライド,最終コーナーで後ろから追い抜くと速度がわずかに上がる,is_finalcorner==1&corner!=0&order>=4&change_order_onetime<0,最終コーナー＝到達&コーナーである&順位>=4&変動順位<0,最終コーナーにおいて、追い抜いた時に4位以下[4～11位],×,30000,3,5000000,500,180,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
900201,アングリング×スキーミング,レース終盤のコーナーで先頭にいると加速力をわずかに上げる,phase>=2&corner!=0&order==1,レース終盤以降&コーナーである&1位,レース終盤以降のコーナーにおいて、1位,×,24000,"2,4",5000000,500,180,加速度アップ,自分,-,2000,"0,2",-,-,-,-,-,-,-,-,-,-
900231,∴win Q.E.D.,最終コーナーで前の方で追い抜くと勝利の方程式を導き、速度を上げる,is_finalcorner==1&corner!=0&change_order_onetime<0&order<=4,最終コーナー＝到達&コーナーである&変動順位<0&順位<=4,最終コーナーにおいて、追い抜いた時に4位以内[1～4位],×,30000,3,5000000,500,180,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
900241,ひらめき☆ランディング,最終コーナーで前の方で競り合うと直線でちょっと抜け出しやすくなる,is_finalcorner==1&corner!=0&blocked_side_continuetime>=2&order<=3,最終コーナー＝到達&コーナーである&競り合った時間>=2&順位<=3,最終コーナーにおいて、競り合った時間が2秒以上かつ順位が3位以内[1～3位],×,30000,3,5000000,500,180,目標速度アップ,自分,-,500,"0,05",加速度アップ,自分,-,1000,"0,1",-,-,-,-,-
900261,G00 1st.F∞;,最終直線までみずから崩れることなく前の方にいるとわずかに速度が上がる,is_badstart==0&temptation_count==0&order<=3&is_finalcorner==1&corner==0,出遅れ＝×&掛かり回数＝×&順位<=3&最終コーナー＝到達&直線である,最終直線において、出遅れ0回かつ掛かり回数0回で、順位が3位以内[1～3位],×,30000,3,5000000,500,180,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
900271,レッツ・アナボリック！,レース終盤のコーナーで前の位置につこうとして加速力がわずかに上がる,phase>=2&corner!=0&order_rate>=65&order_rate<=70,レース終盤&コーナーである&順位率>=65&順位率<=70%,"レース終盤以降のコーナーにおいて、順位率65%～70%[8位]
＊65～70%の範囲に関して、6/9位、8/12位、13/18位で発動確認のため注意",×,24000,"2,4",5000000,500,180,加速度アップ,自分,-,2000,"0,2",-,-,-,-,-,-,-,-,-,-
900301,ブルーローズチェイサー,最終直線で抜け出した時に速度がわずかに上がる,is_finalcorner==1&corner==0&order<=4&change_order_onetime<0,最終コーナー＝到達&直線である&順位<=4&変動順位<0,最終直線において、追い抜いた時に順位が4位以内[1～4位],×,30000,3,5000000,500,180,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
900321,U=ma2,レース後半のコーナーで控えていると持久力がわずかに回復する,distance_rate>=50&corner!=0&order>=3&order_rate<=40,走行距離>=50%&コーナーである&順位>=3&順位率<=40%,走行距離50%以上のコーナーにおいて、3位以下かつ順位率40%以内[3～5位],×,0,瞬時発動,5000000,500,180,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
900351,勝利のチケットを、君にッ！,最終直線で競り合いに負けない気持ちが湧けば、速度がわずかに上がる,is_finalcorner==1&corner==0&order<=5&blocked_side_continuetime>=2,最終コーナー＝到達&直線である&順位<=5&競り合った時間>=2,最終直線において、順位が5位以内[1～5位]かつ、競り合った時間が2秒以上,×,30000,3,5000000,500,180,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
900381,#LookatCurren,レース中間付近で好位置にいる時に追い抜くとちょっと進出を開始する,distance_rate>=50&distance_rate<=65&order>=3&order_rate<=40&change_order_onetime<0,走行距離>=50%&走行距離<=65%順位>=3&順位率<=40%&変動順位<0,レース全体の50～65%において、追い抜いた時に順位が3位以上かつ順位率40%以内[3～5位],×,30000,3,5000000,500,180,目標速度アップ,自分,-,500,"0,05",加速度アップ,自分,-,1000,"0,1",-,-,-,-,-
900401,KEEP IT REAL.,レース後半に中団から仕掛け始める時に加速力をちょっとずつ上げる,distance_rate>=50&order_rate>=40&order_rate<=70&is_overtake==1,,走行距離50%以上において、順位率が40%～70%[5～8位]の際に、追い越し対象が存在する（追い越し状態になる必要はない。詳しくは解析まとめに記載）,×,36000,"3,6",5000000,500,180,加速度アップ,自分,-,1000,"0,1",-,-,-,-,-,-,-,-,-,-
900411,優等生×バクシン＝大勝利ッ,レース後半に前の方で競り合うと速度がわずかに上がる,distance_rate>=50&order<=3&blocked_side_continuetime>=2,走行距離>=50%&順位<=3&競り合った時間>=2,走行距離が50%以上において、順位が3位以内[1～3位]かつ、競り合った時間が2秒以上,×,30000,3,5000000,500,180,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
900451,ピュリティオブハート,レース中盤で好位置にいる時に持久力がわずかに回復する,phase_random==1&order>=2&order_rate<=40,レース中盤(ランダム判定？)&順位>=2&順位率<=40%,レース中盤のランダムな区間内で、順位が2位以下かつ順位率40%以内[2～5位],×,0,瞬時発動,5000000,500,180,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
900461,キラキラ☆STARDOM,レース中盤の直線で先頭を奪われそうになると譲らない想いがちょっと力になる,phase==1&corner==0&order==1&bashin_diff_behind<=1,レース中盤&直線である&順位=1&後ろのウマとの距離（馬身数）<=1,レース中盤の直線で、順位が1位の際に後ろのウマとの距離が1馬身以内,×,30000,3,5000000,500,180,目標速度アップ,自分,-,500,"0,05",加速度アップ,自分,-,1000,-,-,-,-,-,-
900501,Nemesis,最終コーナーで集団の後方の位置から前へ出る時、速度がわずかに上がる,is_finalcorner==1&corner!=0&order_rate>=50&order_rate<=75&is_overtake==1,最終コーナー＝到達&コーナーである&順位率>=50%&順位率<=75%&追い越し状態,最終コーナーにおいて、順位率50～75%[6位～9位]の時に、追い越し対象が存在する,×,30000,3,5000000,500,180,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
900521,ワクワククライマックス,最終コーナーで後ろの方にいると近くのウマ娘を見て持久力をわずかに回復する,is_finalcorner==1&corner!=0&order_rate>50&near_count>=1,最終コーナー＝到達&コーナーである&順位率>50%&近くのウマ娘の数>=1,最終コーナーにおいて順位率50%より後ろ[7位～12位]で、前後左右1.5m未満にウマ娘の数が1以上,×,0,瞬時発動,5000000,500,180,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
900561,来ます来てます来させます！,レース終盤に前方が詰まるとお告げ次第で道をわずかに切り開く,phase>=2&order>=3&blocked_front==1,レース終盤&順位>=3&前方詰まっている,レース終盤以降において、順位が3位以下[3～12位]の際に、前方が詰まってる,×,30000,3,5000000,500,180,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
900581,I Never Goof Up!,レース終盤のコーナーで中団以降のポジションから追い抜くと\nちょっと前を目指す,phase>=2&corner!=0&order>=3&change_order_onetime<0,フェーズ>=2&コーナーである&順位>=3&順位変動<0,レース終盤以降のコーナーにおいて、追い抜いた際に3位以下[3～12位],×,30000,3,5000000,500,180,目標速度アップ,自分,-,500,"0,05",加速度アップ,自分,-,1000,"0,1",-,-,-,-,-
900601,きっとその先へ…！,レース終盤で3番手の時に負けそうになると速度がわずかに上がる,phase>=2&order==3&bashin_diff_behind<=1,レース終盤&順位==3&後ろの馬との距離（馬身数）<=1,レース終盤以降において、順位が3位かつ後ろの馬と1馬身以内,×,30000,3,5000000,500,180,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
900611,Pride of KING,レースを冷静に運ぶことができると残り200mで実力発揮、速度が少し上がる,temptation_count==0&remain_distance<=201&remain_distance>=199&order>=5&order_rate<=60,レース終盤&順位==3&後ろの馬との距離（馬身数）<=1,残り200ｍ地点において、掛かり回数0回かつ、順位が5位以下かつ順位率60%以内[5～7位],×,30000,3,5000000,500,180,目標速度アップ,自分,-,2500,"0,25",-,-,-,-,-,-,-,-,-,-
910011,わやかわ♪マリンダイヴ,中盤で2回スキルを使うと持久力がわずかに回復する,phase==1&order>=2&order_rate<=70&activate_count_middle>=2,中盤&順位>=2&順位率<=70&中盤発動スキル数>=2,レース中盤において、2位以下かつ順位70％以内[2～8位]の時に、中盤発動スキルが2つ以上,×,0,0,5000000,500,180,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
910031,絶対は、ボクだ,最終直線で前の方で追いすがっていると速度がわずかに上がる,is_finalcorner==1&corner==0&is_overtake==1&order<=5&order_rate<=50&overtake_target_no_order_up_time>=2,最終コーナー＝到達&直線である&追い越し状態&順位<=5&順位率<=50%&追い越し状態でのウマの順位上昇時間>=2,最終直線において、5位以内かつ半分より前の場合、追い越し状態で(追い越そうとしたウマに対して2秒以上順位が上がらなかった際?),×,30000,0,5000000,500,180,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
910041,グッときて♪Chu,スキルで持久力を回復するとレース後半で前のほうにいる時にわずかに速度を上げる,distance_rate>=50&activate_count_heal>=1&order<=3,走行距離>=50&発動回復スキル数>=1&順位<=3,走行距離50％以上において、順位が3位以内[1～3位]の時に、発動回復スキルが1回以上,×,30000,3,5000000,500,180,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
910111,ゲインヒール・スペリアー,中盤に後ろの方で順位を下げた時に持久力をわずかに回復する,phase==1&change_order_onetime>0&order_rate>=40,中盤&順位変動>0&順位率>=40,中盤において、順位を下げたときに、順位率40％以下[6～12位],×,0,0,5000000,500,180,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
910131,最強の名を懸けて,最終コーナー以降に前めで力が尽きかけ詰め寄られると速度がわずかに上がる,is_finalcorner==1&hp_per<=35&order<=3&order_rate<=50&bashin_diff_behind<=1&overtake_target_time>=1,最終コーナー＝到達&体力割合<=35%&順位<=3&順位率<=50%&後ろのウマとの距離（馬身数）<=1&追い越し時間?>=1,最終コーナー以降、体力割合35%以下の際、3位以内かつ半分より前の場合において、後ろのウマと1馬身以内かつ(そのウマが1秒以上追い越し状態である？),×,30000,0,5000000,500,180,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
910141,コンドル猛撃波,最終コーナーで中団から前を狙う時加速力をわずかに上げる,is_finalcorner==1&corner!=0&is_overtake==1&order>=4&order_rate<=75,最終コーナー==到達&コーナーである&追い抜き状態&順位>=4&順位率<=75,最終コーナーにおいて、順位が4位以下かつ順位率75%以内[4～9位]の時に、追い越し対象が存在する,×,24000,"2,4",5000000,500,180,加速度アップ,自分,-,2000,"0,2",-,-,-,-,-,-,-,-,-,-
910181,薫風、永遠なる瞬間を,レース中盤で前の方から仕掛け始める時に速度がわずかに上がる,phase_random==1&order>=3&order_rate<=50&is_overtake==1,レース中盤&順位>=3&順位率<=50&追い抜き状態==〇,レース中盤のランダムな区間内において、順位が3位以下かつ順位率50%以内[3～6位]で、追い越し対象が存在する,×,30000,3,5000000,500,180,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
910241,フラワリー☆マニューバ,最終コーナーで前の方で抜くと速度が後ろの方で抜くと加速力がわずかに上がる,is_finalcorner==1&corner!=0&order_rate<=40&change_order_onetime<0,最終コーナー==到達&コーナーである&順位率<=40&変動順位<0,最終コーナーにおいて、追い抜いた時に順位率40%以内[1～5位],×,30000,3,5000000,500,180,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
910241,フラワリー☆マニューバ,最終コーナーで前の方で抜くと速度が後ろの方で抜くと加速力がわずかに上がる,is_finalcorner==1&corner!=0&order_rate>=50&order_rate<=80&change_order_onetime<0,最終コーナー==到達&コーナーである&順位率>=50&順位率<=80&変動順位<0,最終コーナーにおいて、追い抜いた時に順位率50%～80%[7～9位],×,24000,"2,4",5000000,500,180,加速度アップ,自分,-,2000,"0,2",-,-,-,-,-,-,-,-,-,-
